vertex index, timestamp [ns], position x [m], position y [m], position z [m], quaternion x, quaternion y, quaternion z, quaternion w, velocity x [m/s], velocity y [m/s], velocity z [m/s], acc bias x [m/s^2], acc bias y [m/s^2], acc bias z [m/s^2], gyro bias x [rad/s], gyro bias y [rad/s], gyro bias z [rad/s]
13, 1524587606965030432, 0.0474937826957458, 0.0408490860694089, 0.0222780742288981, -0.65276041902279, -0.189874419872401, 0.210667068438027, 0.702474858134466, 0.0428183004518245, 0.0700449808907488, -0.152027609950741, 0.408477549391149, 0.113995099725852, -0.187565494880666, 0.023357696781893, 0.0152434502144935, -0.00213699492785131
14, 1524587607097880125, 0.0539048601200273, 0.0459353733425652, -0.0238732738727022, -0.669943700689665, -0.229053988151874, 0.197815188406069, 0.677922458437415, 0.0711588891036168, -0.0094582977634313, -0.468231098324302, 0.407657393225126, 0.114530582763453, -0.188600975052698, -0.00758386794610886, 0.00901533012787766, -0.0199694285215984
15, 1524587607230729342, 0.0658269866336672, 0.0468756050092761, -0.0548246529389473, -0.697570548564476, -0.246533147010287, 0.196234733226276, 0.643512755643796, 0.0712452570723332, 0.0238120314065968, 0.0491700601909188, 0.407021058176402, 0.113673618326798, -0.189343272600098, -0.05248363919942, -0.0075287468278474, -0.0163658716358025
16, 1524587607363587141, 0.0713528045525611, 0.0558019116887824, -0.0261326050949497, -0.665903275353989, -0.241859361854187, 0.206445781417106, 0.674875556151944, 0.0547606600404622, 0.0681376885434914, 0.380786246622525, 0.406527140851909, 0.112560215723852, -0.190066818709482, -0.0252181607322981, -0.0137083106543702, -0.00163618066478997
17, 1524587607496425629, 0.079132951175453, 0.0646618988614825, 0.0243007663320241, -0.64321267615209, -0.232520106846768, 0.223365334793075, 0.694492462422748, 0.0477463607393163, 0.0482842962568243, 0.254306347574366, 0.406087155880355, 0.112717355819732, -0.19099462438041, 0.0212613340225053, -0.0113903334613724, 0.00911877660193316
18, 1524587607629286289, 0.0786420136172721, 0.0650449986213958, 0.0232453886405064, -0.631680982686219, -0.239518625400038, 0.217031155775224, 0.704632841713981, -0.0546367157270925, -0.0140546201041264, -0.28759252465283, 0.405560985737028, 0.11365631237255, -0.192059980197572, 0.0355060649259878, -0.0032703577259927, 0.00945144706802027
19, 1524587607762139797, 0.0724812033133852, 0.0624453837619294, -0.0359735922525621, -0.655512889141847, -0.261609093755222, 0.193699043154758, 0.681428070242495, -0.0301882693851588, -0.00632192573069546, -0.569058887927431, 0.404984637800022, 0.114497356499696, -0.193074039869103, 0.0126062936136189, 0.00238435627203092, -0.00380506509556396
20, 1524587607894997120, 0.073561772187604, 0.059816474790762, -0.105013824990546, -0.693343102999212, -0.281557421914341, 0.165279876497837, 0.642404329152003, 0.0338823614859338, -0.0245163408452849, -0.391739309473476, 0.404468395205295, 0.114158241436503, -0.193962450626375, -0.0445428225238861, -0.000410768474837095, -0.0173419479825009
21, 1524587608027886152, 0.0757633004411433, 0.0634992203275509, -0.109269953862391, -0.705439781989609, -0.277903261703395, 0.156429561389105, 0.632972577166404, -0.00748628022769018, 0.0786734173768297, 0.337501113277511, 0.404364296310424, 0.112432331974557, -0.194895206883072, -0.06222561539496, -0.00959947065650967, -0.0155004199916294
22, 1524587608160751820, 0.0745380645864571, 0.0765268254447663, -0.0393191693394996, -0.66717179879044, -0.252941035575832, 0.176755234504115, 0.677982455890969, 0.0106061728448546, 0.0993431614805616, 0.628492710402272, 0.404554981633777, 0.111280960889772, -0.195912325264365, -0.0170988919018567, -0.0080930622607987, -0.000182701050431767
23, 1524587608293618679, 0.0800465806176348, 0.0824146545613381, 0.0307721227167864, -0.626114833979467, -0.224869945568532, 0.194709702601386, 0.720764770201589, 0.0473434042621089, -0.000919920550214782, 0.371792843658336, 0.404712874755566, 0.111458778211368, -0.197031505559635, 0.0308881309353576, 0.00294041617469202, 0.00902622834971702
24, 1524587608426484346, 0.0824465249143426, 0.0798830650137659, 0.0500608396803307, -0.607104567525927, -0.218225932141573, 0.199559158813084, 0.737548390794742, -0.0402666405040548, -0.0235440447899493, -0.148017246654387, 0.404768634879063, 0.112405202983123, -0.198206548988576, 0.0445685073512568, 0.00309742244542404, 0.00878970727864672
25, 1524587608559310436, 0.0737145768399907, 0.0768745233597761, 0.0027779379791792, -0.616775944840929, -0.231914680060993, 0.192349101305121, 0.727189685202491, -0.0671067833285773, -0.0254850532252983, -0.484840705238064, 0.405061559292507, 0.112886195486397, -0.199134914781794, 0.0132647435689817, -0.00191519422226979, 0.00425416336781797
26, 1524587608692118883, 0.0660229608188253, 0.0727865864348876, -0.0654665792140171, -0.640222944162238, -0.241975977771623, 0.173891463339236, 0.708042348258522, -0.0261324569358368, -0.0457258465369482, -0.51356323429915, 0.4053686633797, 0.112301399746592, -0.199718715794809, -0.013341736163236, 0.0022405556427901, -0.00946762801190662
27, 1524587608824932814, 0.064915719107254, 0.0660426550970974, -0.101198979653138, -0.671626775664983, -0.261575920466082, 0.162800634236441, 0.673788887957046, -0.014583115504835, -0.013226613356804, -0.0133293647658507, 0.405484287873869, 0.111391819134952, -0.200230980683023, -0.0364793163427786, 0.000736596414815897, -0.018515994962406
28, 1524587608957738876, 0.0634017037696318, 0.0676442695455184, -0.075567084666779, -0.668280508223601, -0.260178066884174, 0.173462383436633, 0.674995805448673, -0.00311897440223167, 0.040404941177861, 0.34561721617366, 0.405696197339843, 0.110046417466811, -0.200626820932163, -0.0358949056918788, -0.00810439244298016, -0.0135587582914674
29, 1524587609090550423, 0.0653874651477492, 0.0729960831494763, -0.0157435966795136, -0.653482790031173, -0.240299357322408, 0.202299717713332, 0.688688090659783, 0.0259844206344901, 0.0356054010837095, 0.456236694279112, 0.40597329168696, 0.109712166616173, -0.200940407647248, 0.0017533049747707, -0.00758829430021948, -0.00318265999452499
30, 1524587609223357677, 0.0703193196079772, 0.0749069543973693, 0.0332935991310621, -0.617492584470829, -0.222487631066052, 0.215353971160047, 0.723066268921286, 0.039446105216384, -0.000392996692674344, 0.279299347814259, 0.406134130210277, 0.110390676225024, -0.201186019200591, 0.0277176159962172, -0.0037314955575982, 0.00845090925384787
31, 1524587609356143951, 0.0716201964722923, 0.0728223425604987, 0.0462597323776975, -0.60595142716644, -0.224090375263073, 0.224174720549045, 0.729624606421801, -0.0341871378073386, 0.00697028208498041, -0.155095660843438, 0.406301880259823, 0.111569174584516, -0.20134254277362, 0.0321590848192694, -0.000573463697742561, 0.00741774837654101
32, 1524587609488919973, 0.0660087949316171, 0.0803234858427556, -0.000193801559833118, -0.635948135860303, -0.235513688997245, 0.20645514385571, 0.705322298219922, -0.0544920672919836, 0.0455932147988195, -0.420811593999162, 0.406142044690873, 0.112247512707388, -0.201185674973538, -0.0123631620784925, 0.0242506320591035, -0.00291836097213717
